sample,bioproject,group,biosample,acc,fastq_1,fastq_2
SAMN28902408_SRR19579625_cf,prjna846291,SRR19579625,SAMN28902408,SRR19579625,,
SAMN28902414_SRR19579619_cf,prjna846291,SRR19579619,SAMN28902414,SRR19579619,,
SAMN28902363_SRR19579600_cf,prjna846291,SRR19579600,SAMN28902363,SRR19579600,,
SAMN28902443_SRR19579581_cf,prjna846291,SRR19579581,SAMN28902443,SRR19579581,,
SAMN28902411_SRR19579622_cf,prjna846291,SRR19579622,SAMN28902411,SRR19579622,,
SAMN28902433_SRR19579592_cf,prjna846291,SRR19579592,SAMN28902433,SRR19579592,,
SAMN28902404_SRR19579630_cf,prjna846291,SRR19579630,SAMN28902404,SRR19579630,,
SAMN28902430_SRR19579595_cf,prjna846291,SRR19579595,SAMN28902430,SRR19579595,,
SAMN28902398_SRR19579636_cf,prjna846291,SRR19579636,SAMN28902398,SRR19579636,,
SAMN28902394_SRR19579641_cf,prjna846291,SRR19579641,SAMN28902394,SRR19579641,,
SAMN28902410_SRR19579623_cf,prjna846291,SRR19579623,SAMN28902410,SRR19579623,,
SAMN28902420_SRR19579606_cf,prjna846291,SRR19579606,SAMN28902420,SRR19579606,,
SAMN28902429_SRR19579596_cf,prjna846291,SRR19579596,SAMN28902429,SRR19579596,,
SAMN28902377_SRR19579659_cf,prjna846291,SRR19579659,SAMN28902377,SRR19579659,,
SAMN28902446_SRR19579577_cf,prjna846291,SRR19579577,SAMN28902446,SRR19579577,,
SAMN28902365_SRR19579578_cf,prjna846291,SRR19579578,SAMN28902365,SRR19579578,,
SAMN28902397_SRR19579637_cf,prjna846291,SRR19579637,SAMN28902397,SRR19579637,,
SAMN28902360_SRR19579639_cf,prjna846291,SRR19579639,SAMN28902360,SRR19579639,,
SAMN28902388_SRR19579647_cf,prjna846291,SRR19579647,SAMN28902388,SRR19579647,,
SAMN28902431_SRR19579594_cf,prjna846291,SRR19579594,SAMN28902431,SRR19579594,,
SAMN28902451_SRR19579610_cf,prjna846291,SRR19579610,SAMN28902451,SRR19579610,,
SAMEA6820428_ERR4129763_cf,prjeb38221,ERR4129763,SAMEA6820428,ERR4129763,,
SAMEA6820365_ERR4129700_cf,prjeb38221,ERR4129700,SAMEA6820365,ERR4129700,,
SAMEA6820390_ERR4129725_cf,prjeb38221,ERR4129725,SAMEA6820390,ERR4129725,,
SAMEA6820431_ERR4129766_cf,prjeb38221,ERR4129766,SAMEA6820431,ERR4129766,,
SAMEA6820414_ERR4129749_cf,prjeb38221,ERR4129749,SAMEA6820414,ERR4129749,,
SAMEA6820425_ERR4129760_cf,prjeb38221,ERR4129760,SAMEA6820425,ERR4129760,,
SAMEA6820416_ERR4129751_cf,prjeb38221,ERR4129751,SAMEA6820416,ERR4129751,,
SAMEA6820368_ERR4129703_cf,prjeb38221,ERR4129703,SAMEA6820368,ERR4129703,,
SAMEA6820417_ERR4129752_cf,prjeb38221,ERR4129752,SAMEA6820417,ERR4129752,,
SAMEA6820393_ERR4129728_cf,prjeb38221,ERR4129728,SAMEA6820393,ERR4129728,,
SAMEA6820398_ERR4129733_cf,prjeb38221,ERR4129733,SAMEA6820398,ERR4129733,,
SAMEA6820377_ERR4129712_cf,prjeb38221,ERR4129712,SAMEA6820377,ERR4129712,,
SAMEA6820420_ERR4129755_cf,prjeb38221,ERR4129755,SAMEA6820420,ERR4129755,,
SAMEA6820388_ERR4129723_cf,prjeb38221,ERR4129723,SAMEA6820388,ERR4129723,,
SAMEA6820429_ERR4129764_cf,prjeb38221,ERR4129764,SAMEA6820429,ERR4129764,,
SAMEA6820373_ERR4129708_cf,prjeb38221,ERR4129708,SAMEA6820373,ERR4129708,,
SAMEA6820380_ERR4129715_cf,prjeb38221,ERR4129715,SAMEA6820380,ERR4129715,,
SAMEA6820423_ERR4129758_cf,prjeb38221,ERR4129758,SAMEA6820423,ERR4129758,,
SAMEA6820391_ERR4129726_cf,prjeb38221,ERR4129726,SAMEA6820391,ERR4129726,,
SAMEA6820366_ERR4129701_cf,prjeb38221,ERR4129701,SAMEA6820366,ERR4129701,,
SAMEA6820395_ERR4129730_cf,prjeb38221,ERR4129730,SAMEA6820395,ERR4129730,,
SAMEA6820370_ERR4129705_cf,prjeb38221,ERR4129705,SAMEA6820370,ERR4129705,,
SAMEA6820384_ERR4129719_cf,prjeb38221,ERR4129719,SAMEA6820384,ERR4129719,,
SAMEA6820385_ERR4129720_cf,prjeb38221,ERR4129720,SAMEA6820385,ERR4129720,,
SAMEA6820432_ERR4129767_cf,prjeb38221,ERR4129767,SAMEA6820432,ERR4129767,,
SAMEA6820383_ERR4129718_cf,prjeb38221,ERR4129718,SAMEA6820383,ERR4129718,,
SAMEA6820375_ERR4129710_cf,prjeb38221,ERR4129710,SAMEA6820375,ERR4129710,,
SAMEA6820396_ERR4129731_cf,prjeb38221,ERR4129731,SAMEA6820396,ERR4129731,,
SAMEA6820410_ERR4129745_cf,prjeb38221,ERR4129745,SAMEA6820410,ERR4129745,,
SAMEA6820426_ERR4129761_cf,prjeb38221,ERR4129761,SAMEA6820426,ERR4129761,,
SAMEA6820421_ERR4129756_cf,prjeb38221,ERR4129756,SAMEA6820421,ERR4129756,,
SAMEA6820386_ERR4129721_cf,prjeb38221,ERR4129721,SAMEA6820386,ERR4129721,,
SAMEA6820389_ERR4129724_cf,prjeb38221,ERR4129724,SAMEA6820389,ERR4129724,,
SAMEA6820400_ERR4129735_cf,prjeb38221,ERR4129735,SAMEA6820400,ERR4129735,,
SAMEA6820413_ERR4129748_cf,prjeb38221,ERR4129748,SAMEA6820413,ERR4129748,,
SAMEA6820381_ERR4129716_cf,prjeb38221,ERR4129716,SAMEA6820381,ERR4129716,,
SAMEA6820403_ERR4129738_cf,prjeb38221,ERR4129738,SAMEA6820403,ERR4129738,,
SAMEA6820424_ERR4129759_cf,prjeb38221,ERR4129759,SAMEA6820424,ERR4129759,,
SAMEA6820392_ERR4129727_cf,prjeb38221,ERR4129727,SAMEA6820392,ERR4129727,,
SAMEA6820367_ERR4129702_cf,prjeb38221,ERR4129702,SAMEA6820367,ERR4129702,,
SAMEA6820408_ERR4129743_cf,prjeb38221,ERR4129743,SAMEA6820408,ERR4129743,,
SAMEA6820419_ERR4129754_cf,prjeb38221,ERR4129754,SAMEA6820419,ERR4129754,,
SAMEA6820371_ERR4129706_cf,prjeb38221,ERR4129706,SAMEA6820371,ERR4129706,,
SAMEA6820387_ERR4129722_cf,prjeb38221,ERR4129722,SAMEA6820387,ERR4129722,,
SAMEA6820401_ERR4129736_cf,prjeb38221,ERR4129736,SAMEA6820401,ERR4129736,,
SAMEA6820397_ERR4129732_cf,prjeb38221,ERR4129732,SAMEA6820397,ERR4129732,,
SAMEA6820411_ERR4129746_cf,prjeb38221,ERR4129746,SAMEA6820411,ERR4129746,,
SAMEA6820427_ERR4129762_cf,prjeb38221,ERR4129762,SAMEA6820427,ERR4129762,,
SAMEA6820379_ERR4129714_cf,prjeb38221,ERR4129714,SAMEA6820379,ERR4129714,,
SAMEA6820405_ERR4129740_cf,prjeb38221,ERR4129740,SAMEA6820405,ERR4129740,,
SAMEA6820422_ERR4129757_cf,prjeb38221,ERR4129757,SAMEA6820422,ERR4129757,,
SAMEA6820382_ERR4129717_cf,prjeb38221,ERR4129717,SAMEA6820382,ERR4129717,,
SAMEA6820369_ERR4129704_cf,prjeb38221,ERR4129704,SAMEA6820369,ERR4129704,,
SAMEA6820404_ERR4129739_cf,prjeb38221,ERR4129739,SAMEA6820404,ERR4129739,,
SAMEA6820409_ERR4129744_cf,prjeb38221,ERR4129744,SAMEA6820409,ERR4129744,,
SAMEA6820418_ERR4129753_cf,prjeb38221,ERR4129753,SAMEA6820418,ERR4129753,,
SAMEA6820399_ERR4129734_cf,prjeb38221,ERR4129734,SAMEA6820399,ERR4129734,,
SAMEA6820374_ERR4129709_cf,prjeb38221,ERR4129709,SAMEA6820374,ERR4129709,,
SAMEA6820378_ERR4129713_cf,prjeb38221,ERR4129713,SAMEA6820378,ERR4129713,,
SAMEA6820394_ERR4129729_cf,prjeb38221,ERR4129729,SAMEA6820394,ERR4129729,,
SAMEA6820372_ERR4129707_cf,prjeb38221,ERR4129707,SAMEA6820372,ERR4129707,,
SAMEA6820415_ERR4129750_cf,prjeb38221,ERR4129750,SAMEA6820415,ERR4129750,,
SAMEA6820412_ERR4129747_cf,prjeb38221,ERR4129747,SAMEA6820412,ERR4129747,,
SAMEA6820402_ERR4129737_cf,prjeb38221,ERR4129737,SAMEA6820402,ERR4129737,,
SAMEA6820430_ERR4129765_cf,prjeb38221,ERR4129765,SAMEA6820430,ERR4129765,,
SAMEA6820376_ERR4129711_cf,prjeb38221,ERR4129711,SAMEA6820376,ERR4129711,,
SAMEA6820406_ERR4129741_cf,prjeb38221,ERR4129741,SAMEA6820406,ERR4129741,,
SAMEA6820407_ERR4129742_cf,prjeb38221,ERR4129742,SAMEA6820407,ERR4129742,,
SAMN40993902_SRR28721341_cf,prjna1101448,SRR28721341,SAMN40993902,SRR28721341,,
SAMN40993729_SRR28721281_cf,prjna1101448,SRR28721281,SAMN40993729,SRR28721281,,
SAMN40993880_SRR28721222_cf,prjna1101448,SRR28721222,SAMN40993880,SRR28721222,,
SAMN40993815_SRR28721187_cf,prjna1101448,SRR28721187,SAMN40993815,SRR28721187,,
SAMN40993809_SRR28721193_cf,prjna1101448,SRR28721193,SAMN40993809,SRR28721193,,
SAMN40993768_SRR28721382_cf,prjna1101448,SRR28721382,SAMN40993768,SRR28721382,,
SAMN40993758_SRR28721250_cf,prjna1101448,SRR28721250,SAMN40993758,SRR28721250,,
SAMN40993936_SRR28721160_cf,prjna1101448,SRR28721160,SAMN40993936,SRR28721160,,
SAMN40993944_SRR28721151_cf,prjna1101448,SRR28721151,SAMN40993944,SRR28721151,,
SAMN40993798_SRR28721206_cf,prjna1101448,SRR28721206,SAMN40993798,SRR28721206,,
SAMN40993867_SRR28721237_cf,prjna1101448,SRR28721237,SAMN40993867,SRR28721237,,
SAMN40993778_SRR28721371_cf,prjna1101448,SRR28721371,SAMN40993778,SRR28721371,,
SAMN40993685_SRR28721081_cf,prjna1101448,SRR28721081,SAMN40993685,SRR28721081,,
SAMN40993677_SRR28721090_cf,prjna1101448,SRR28721090,SAMN40993677,SRR28721090,,
SAMN40993870_SRR28721233_cf,prjna1101448,SRR28721233,SAMN40993870,SRR28721233,,
SAMN40993661_SRR28721146_cf,prjna1101448,SRR28721146,SAMN40993661,SRR28721146,,
SAMN40993723_SRR28721290_cf,prjna1101448,SRR28721290,SAMN40993723,SRR28721290,,
SAMN40993866_SRR28721238_cf,prjna1101448,SRR28721238,SAMN40993866,SRR28721238,,
SAMN40993909_SRR28721333_cf,prjna1101448,SRR28721333,SAMN40993909,SRR28721333,,
SAMN40993939_SRR28721156_cf,prjna1101448,SRR28721156,SAMN40993939,SRR28721156,,
SAMN40993831_SRR28721132_cf,prjna1101448,SRR28721132,SAMN40993831,SRR28721132,,
SAMN40993713_SRR28721301_cf,prjna1101448,SRR28721301,SAMN40993713,SRR28721301,,
SAMN40993645_SRR28721359_cf,prjna1101448,SRR28721359,SAMN40993645,SRR28721359,,
SAMN40993810_SRR28721192_cf,prjna1101448,SRR28721192,SAMN40993810,SRR28721192,,
SAMN40993835_SRR28721128_cf,prjna1101448,SRR28721128,SAMN40993835,SRR28721128,,
SAMN40993760_SRR28721247_cf,prjna1101448,SRR28721247,SAMN40993760,SRR28721247,,
SAMN40993827_SRR28721174_cf,prjna1101448,SRR28721174,SAMN40993827,SRR28721174,,
SAMN40993656_SRR28721345_cf,prjna1101448,SRR28721345,SAMN40993656,SRR28721345,,
SAMN40993858_SRR28721103_cf,prjna1101448,SRR28721103,SAMN40993858,SRR28721103,,
SAMN40993882_SRR28721220_cf,prjna1101448,SRR28721220,SAMN40993882,SRR28721220,,
SAMN40993718_SRR28721296_cf,prjna1101448,SRR28721296,SAMN40993718,SRR28721296,,
SAMN40993845_SRR28721117_cf,prjna1101448,SRR28721117,SAMN40993845,SRR28721117,,
SAMN40993757_SRR28721251_cf,prjna1101448,SRR28721251,SAMN40993757,SRR28721251,,
SAMN40993888_SRR28721214_cf,prjna1101448,SRR28721214,SAMN40993888,SRR28721214,,
SAMN40993633_SRR28721099_cf,prjna1101448,SRR28721099,SAMN40993633,SRR28721099,,
SAMN40993795_SRR28721352_cf,prjna1101448,SRR28721352,SAMN40993795,SRR28721352,,
SAMN40993653_SRR28721235_cf,prjna1101448,SRR28721235,SAMN40993653,SRR28721235,,
SAMN40993655_SRR28721213_cf,prjna1101448,SRR28721213,SAMN40993655,SRR28721213,,
SAMN40993885_SRR28721217_cf,prjna1101448,SRR28721217,SAMN40993885,SRR28721217,,
SAMN40993759_SRR28721248_cf,prjna1101448,SRR28721248,SAMN40993759,SRR28721248,,
SAMN40993836_SRR28721127_cf,prjna1101448,SRR28721127,SAMN40993836,SRR28721127,,
SAMN40993767_SRR28721383_cf,prjna1101448,SRR28721383,SAMN40993767,SRR28721383,,
SAMN40993629_SRR28721284_cf,prjna1101448,SRR28721284,SAMN40993629,SRR28721284,,
SAMN40993933_SRR28721163_cf,prjna1101448,SRR28721163,SAMN40993933,SRR28721163,,
SAMN40993840_SRR28721122_cf,prjna1101448,SRR28721122,SAMN40993840,SRR28721122,,
SAMN40993750_SRR28721258_cf,prjna1101448,SRR28721258,SAMN40993750,SRR28721258,,
SAMN40993790_SRR28721357_cf,prjna1101448,SRR28721357,SAMN40993790,SRR28721357,,
SAMN40993925_SRR28721316_cf,prjna1101448,SRR28721316,SAMN40993925,SRR28721316,,
SAMN40993779_SRR28721369_cf,prjna1101448,SRR28721369,SAMN40993779,SRR28721369,,
SAMN40993762_SRR28721245_cf,prjna1101448,SRR28721245,SAMN40993762,SRR28721245,,
SAMN40993714_SRR28721300_cf,prjna1101448,SRR28721300,SAMN40993714,SRR28721300,,
SAMN40993770_SRR28721379_cf,prjna1101448,SRR28721379,SAMN40993770,SRR28721379,,
SAMN40993851_SRR28721110_cf,prjna1101448,SRR28721110,SAMN40993851,SRR28721110,,
SAMN40993950_SRR28721144_cf,prjna1101448,SRR28721144,SAMN40993950,SRR28721144,,
SAMN40993792_SRR28721355_cf,prjna1101448,SRR28721355,SAMN40993792,SRR28721355,,
SAMN40993691_SRR28721074_cf,prjna1101448,SRR28721074,SAMN40993691,SRR28721074,,
SAMN40993657_SRR28721334_cf,prjna1101448,SRR28721334,SAMN40993657,SRR28721334,,
SAMN40993709_SRR28721305_cf,prjna1101448,SRR28721305,SAMN40993709,SRR28721305,,
SAMN40993782_SRR28721366_cf,prjna1101448,SRR28721366,SAMN40993782,SRR28721366,,
SAMN40993728_SRR28721285_cf,prjna1101448,SRR28721285,SAMN40993728,SRR28721285,,
SAMN40993892_SRR28721209_cf,prjna1101448,SRR28721209,SAMN40993892,SRR28721209,,
SAMN40993808_SRR28721195_cf,prjna1101448,SRR28721195,SAMN40993808,SRR28721195,,
SAMN40993754_SRR28721254_cf,prjna1101448,SRR28721254,SAMN40993754,SRR28721254,,
SAMN40993830_SRR28721133_cf,prjna1101448,SRR28721133,SAMN40993830,SRR28721133,,
SAMN40993658_SRR28721323_cf,prjna1101448,SRR28721323,SAMN40993658,SRR28721323,,
SAMN40993781_SRR28721367_cf,prjna1101448,SRR28721367,SAMN40993781,SRR28721367,,
SAMN40993749_SRR28721259_cf,prjna1101448,SRR28721259,SAMN40993749,SRR28721259,,
SAMN40993822_SRR28721179_cf,prjna1101448,SRR28721179,SAMN40993822,SRR28721179,,
SAMN40993705_SRR28721310_cf,prjna1101448,SRR28721310,SAMN40993705,SRR28721310,,
SAMN40993844_SRR28721118_cf,prjna1101448,SRR28721118,SAMN40993844,SRR28721118,,
SAMN40993905_SRR28721338_cf,prjna1101448,SRR28721338,SAMN40993905,SRR28721338,,
SAMN40993833_SRR28721130_cf,prjna1101448,SRR28721130,SAMN40993833,SRR28721130,,
SAMN40993825_SRR28721176_cf,prjna1101448,SRR28721176,SAMN40993825,SRR28721176,,
SAMN40993794_SRR28721353_cf,prjna1101448,SRR28721353,SAMN40993794,SRR28721353,,
SAMN40993856_SRR28721105_cf,prjna1101448,SRR28721105,SAMN40993856,SRR28721105,,
SAMN40993690_SRR28721075_cf,prjna1101448,SRR28721075,SAMN40993690,SRR28721075,,
SAMN40993701_SRR28721314_cf,prjna1101448,SRR28721314,SAMN40993701,SRR28721314,,
SAMN40993668_SRR28721100_cf,prjna1101448,SRR28721100,SAMN40993668,SRR28721100,,
SAMN40993679_SRR28721087_cf,prjna1101448,SRR28721087,SAMN40993679,SRR28721087,,
SAMN40993693_SRR28721072_cf,prjna1101448,SRR28721072,SAMN40993693,SRR28721072,,
SAMN40993772_SRR28721377_cf,prjna1101448,SRR28721377,SAMN40993772,SRR28721377,,
SAMN40993738_SRR28721272_cf,prjna1101448,SRR28721272,SAMN40993738,SRR28721272,,
SAMN40993921_SRR28721320_cf,prjna1101448,SRR28721320,SAMN40993921,SRR28721320,,
SAMN40993912_SRR28721330_cf,prjna1101448,SRR28721330,SAMN40993912,SRR28721330,,
SAMN40993630_SRR28721283_cf,prjna1101448,SRR28721283,SAMN40993630,SRR28721283,,
SAMN40993896_SRR28721348_cf,prjna1101448,SRR28721348,SAMN40993896,SRR28721348,,
SAMN40993636_SRR28721066_cf,prjna1101448,SRR28721066,SAMN40993636,SRR28721066,,
SAMN40993766_SRR28721384_cf,prjna1101448,SRR28721384,SAMN40993766,SRR28721384,,
SAMN40993753_SRR28721255_cf,prjna1101448,SRR28721255,SAMN40993753,SRR28721255,,
SAMN40993727_SRR28721286_cf,prjna1101448,SRR28721286,SAMN40993727,SRR28721286,,
SAMN40993931_SRR28721165_cf,prjna1101448,SRR28721165,SAMN40993931,SRR28721165,,
SAMN40993740_SRR28721269_cf,prjna1101448,SRR28721269,SAMN40993740,SRR28721269,,
SAMN40993813_SRR28721189_cf,prjna1101448,SRR28721189,SAMN40993813,SRR28721189,,
SAMN40993704_SRR28721311_cf,prjna1101448,SRR28721311,SAMN40993704,SRR28721311,,
SAMN40993695_SRR28721070_cf,prjna1101448,SRR28721070,SAMN40993695,SRR28721070,,
SAMN40993819_SRR28721182_cf,prjna1101448,SRR28721182,SAMN40993819,SRR28721182,,
SAMN40993739_SRR28721270_cf,prjna1101448,SRR28721270,SAMN40993739,SRR28721270,,
SAMN40993731_SRR28721279_cf,prjna1101448,SRR28721279,SAMN40993731,SRR28721279,,
SAMN40993692_SRR28721073_cf,prjna1101448,SRR28721073,SAMN40993692,SRR28721073,,
SAMN40993811_SRR28721191_cf,prjna1101448,SRR28721191,SAMN40993811,SRR28721191,,
SAMN40993938_SRR28721158_cf,prjna1101448,SRR28721158,SAMN40993938,SRR28721158,,
SAMN40993821_SRR28721180_cf,prjna1101448,SRR28721180,SAMN40993821,SRR28721180,,
SAMN40993789_SRR28721358_cf,prjna1101448,SRR28721358,SAMN40993789,SRR28721358,,
SAMN40993733_SRR28721277_cf,prjna1101448,SRR28721277,SAMN40993733,SRR28721277,,
SAMN40993927_SRR28721171_cf,prjna1101448,SRR28721171,SAMN40993927,SRR28721171,,
SAMN40993755_SRR28721253_cf,prjna1101448,SRR28721253,SAMN40993755,SRR28721253,,
SAMN40993857_SRR28721104_cf,prjna1101448,SRR28721104,SAMN40993857,SRR28721104,,
SAMN40993881_SRR28721221_cf,prjna1101448,SRR28721221,SAMN40993881,SRR28721221,,
SAMN40993862_SRR28721242_cf,prjna1101448,SRR28721242,SAMN40993862,SRR28721242,,
SAMN40993674_SRR28721093_cf,prjna1101448,SRR28721093,SAMN40993674,SRR28721093,,
SAMN40993788_SRR28721360_cf,prjna1101448,SRR28721360,SAMN40993788,SRR28721360,,
SAMN40993943_SRR28721152_cf,prjna1101448,SRR28721152,SAMN40993943,SRR28721152,,
SAMN40993937_SRR28721159_cf,prjna1101448,SRR28721159,SAMN40993937,SRR28721159,,
SAMN40993911_SRR28721331_cf,prjna1101448,SRR28721331,SAMN40993911,SRR28721331,,
SAMN40993707_SRR28721308_cf,prjna1101448,SRR28721308,SAMN40993707,SRR28721308,,
SAMN40993660_SRR28721157_cf,prjna1101448,SRR28721157,SAMN40993660,SRR28721157,,
SAMN40993777_SRR28721372_cf,prjna1101448,SRR28721372,SAMN40993777,SRR28721372,,
SAMN40993694_SRR28721071_cf,prjna1101448,SRR28721071,SAMN40993694,SRR28721071,,
SAMN40993913_SRR28721329_cf,prjna1101448,SRR28721329,SAMN40993913,SRR28721329,,
SAMN40993640_SRR28721271_cf,prjna1101448,SRR28721271,SAMN40993640,SRR28721271,,
SAMN40993663_SRR28721141_cf,prjna1101448,SRR28721141,SAMN40993663,SRR28721141,,
SAMN40993632_SRR28721169_cf,prjna1101448,SRR28721169,SAMN40993632,SRR28721169,,
SAMN40993697_SRR28721068_cf,prjna1101448,SRR28721068,SAMN40993697,SRR28721068,,
SAMN40993842_SRR28721120_cf,prjna1101448,SRR28721120,SAMN40993842,SRR28721120,,
SAMN40993741_SRR28721268_cf,prjna1101448,SRR28721268,SAMN40993741,SRR28721268,,
SAMN40993900_SRR28721343_cf,prjna1101448,SRR28721343,SAMN40993900,SRR28721343,,
SAMN40993648_SRR28721183_cf,prjna1101448,SRR28721183,SAMN40993648,SRR28721183,,
SAMN40993650_SRR28721124_cf,prjna1101448,SRR28721124,SAMN40993650,SRR28721124,,
SAMN40993915_SRR28721327_cf,prjna1101448,SRR28721327,SAMN40993915,SRR28721327,,
SAMN40993838_SRR28721125_cf,prjna1101448,SRR28721125,SAMN40993838,SRR28721125,,
SAMN40993812_SRR28721190_cf,prjna1101448,SRR28721190,SAMN40993812,SRR28721190,,
SAMN40993787_SRR28721361_cf,prjna1101448,SRR28721361,SAMN40993787,SRR28721361,,
SAMN40993932_SRR28721164_cf,prjna1101448,SRR28721164,SAMN40993932,SRR28721164,,
SAMN40993711_SRR28721303_cf,prjna1101448,SRR28721303,SAMN40993711,SRR28721303,,
SAMN40993839_SRR28721123_cf,prjna1101448,SRR28721123,SAMN40993839,SRR28721123,,
SAMN40993848_SRR28721114_cf,prjna1101448,SRR28721114,SAMN40993848,SRR28721114,,
SAMN40993929_SRR28721167_cf,prjna1101448,SRR28721167,SAMN40993929,SRR28721167,,
SAMN40993797_SRR28721207_cf,prjna1101448,SRR28721207,SAMN40993797,SRR28721207,,
SAMN40993774_SRR28721375_cf,prjna1101448,SRR28721375,SAMN40993774,SRR28721375,,
SAMN40993666_SRR28721138_cf,prjna1101448,SRR28721138,SAMN40993666,SRR28721138,,
SAMN40993875_SRR28721228_cf,prjna1101448,SRR28721228,SAMN40993875,SRR28721228,,
SAMN40993863_SRR28721241_cf,prjna1101448,SRR28721241,SAMN40993863,SRR28721241,,
SAMN40993824_SRR28721177_cf,prjna1101448,SRR28721177,SAMN40993824,SRR28721177,,
SAMN40993847_SRR28721115_cf,prjna1101448,SRR28721115,SAMN40993847,SRR28721115,,
SAMN40993736_SRR28721274_cf,prjna1101448,SRR28721274,SAMN40993736,SRR28721274,,
SAMN40993942_SRR28721153_cf,prjna1101448,SRR28721153,SAMN40993942,SRR28721153,,
SAMN40993764_SRR28721386_cf,prjna1101448,SRR28721386,SAMN40993764,SRR28721386,,
SAMN40993901_SRR28721342_cf,prjna1101448,SRR28721342,SAMN40993901,SRR28721342,,
SAMN40993671_SRR28721096_cf,prjna1101448,SRR28721096,SAMN40993671,SRR28721096,,
SAMN40993752_SRR28721256_cf,prjna1101448,SRR28721256,SAMN40993752,SRR28721256,,
SAMN40993649_SRR28721135_cf,prjna1101448,SRR28721135,SAMN40993649,SRR28721135,,
SAMN40993878_SRR28721225_cf,prjna1101448,SRR28721225,SAMN40993878,SRR28721225,,
SAMN40993806_SRR28721197_cf,prjna1101448,SRR28721197,SAMN40993806,SRR28721197,,
SAMN40993696_SRR28721069_cf,prjna1101448,SRR28721069,SAMN40993696,SRR28721069,,
SAMN40993751_SRR28721257_cf,prjna1101448,SRR28721257,SAMN40993751,SRR28721257,,
SAMN40993796_SRR28721208_cf,prjna1101448,SRR28721208,SAMN40993796,SRR28721208,,
SAMN40993924_SRR28721317_cf,prjna1101448,SRR28721317,SAMN40993924,SRR28721317,,
SAMN40993874_SRR28721229_cf,prjna1101448,SRR28721229,SAMN40993874,SRR28721229,,
SAMN40993776_SRR28721373_cf,prjna1101448,SRR28721373,SAMN40993776,SRR28721373,,
SAMN40993886_SRR28721216_cf,prjna1101448,SRR28721216,SAMN40993886,SRR28721216,,
SAMN40993804_SRR28721199_cf,prjna1101448,SRR28721199,SAMN40993804,SRR28721199,,
SAMN40993949_SRR28721145_cf,prjna1101448,SRR28721145,SAMN40993949,SRR28721145,,
SAMN40993855_SRR28721106_cf,prjna1101448,SRR28721106,SAMN40993855,SRR28721106,,
SAMN40993920_SRR28721321_cf,prjna1101448,SRR28721321,SAMN40993920,SRR28721321,,
SAMN40993763_SRR28721064_cf,prjna1101448,SRR28721064,SAMN40993763,SRR28721064,,
SAMN40993829_SRR28721134_cf,prjna1101448,SRR28721134,SAMN40993829,SRR28721134,,
SAMN40993659_SRR28721168_cf,prjna1101448,SRR28721168,SAMN40993659,SRR28721168,,
SAMN40993861_SRR28721243_cf,prjna1101448,SRR28721243,SAMN40993861,SRR28721243,,
SAMN40993907_SRR28721336_cf,prjna1101448,SRR28721336,SAMN40993907,SRR28721336,,
SAMN40993780_SRR28721368_cf,prjna1101448,SRR28721368,SAMN40993780,SRR28721368,,
SAMN40993947_SRR28721148_cf,prjna1101448,SRR28721148,SAMN40993947,SRR28721148,,
SAMN40993698_SRR28721067_cf,prjna1101448,SRR28721067,SAMN40993698,SRR28721067,,
SAMN40993742_SRR28721267_cf,prjna1101448,SRR28721267,SAMN40993742,SRR28721267,,
SAMN40993647_SRR28721194_cf,prjna1101448,SRR28721194,SAMN40993647,SRR28721194,,
SAMN40993807_SRR28721196_cf,prjna1101448,SRR28721196,SAMN40993807,SRR28721196,,
SAMN40993817_SRR28721185_cf,prjna1101448,SRR28721185,SAMN40993817,SRR28721185,,
SAMN40993680_SRR28721086_cf,prjna1101448,SRR28721086,SAMN40993680,SRR28721086,,
SAMN40993724_SRR28721289_cf,prjna1101448,SRR28721289,SAMN40993724,SRR28721289,,
SAMN40993864_SRR28721240_cf,prjna1101448,SRR28721240,SAMN40993864,SRR28721240,,
SAMN40993735_SRR28721275_cf,prjna1101448,SRR28721275,SAMN40993735,SRR28721275,,
SAMN40993850_SRR28721111_cf,prjna1101448,SRR28721111,SAMN40993850,SRR28721111,,
SAMN40993922_SRR28721319_cf,prjna1101448,SRR28721319,SAMN40993922,SRR28721319,,
SAMN40993879_SRR28721223_cf,prjna1101448,SRR28721223,SAMN40993879,SRR28721223,,
SAMN40993860_SRR28721244_cf,prjna1101448,SRR28721244,SAMN40993860,SRR28721244,,
SAMN40993914_SRR28721328_cf,prjna1101448,SRR28721328,SAMN40993914,SRR28721328,,
SAMN40993635_SRR28721077_cf,prjna1101448,SRR28721077,SAMN40993635,SRR28721077,,
SAMN40993837_SRR28721126_cf,prjna1101448,SRR28721126,SAMN40993837,SRR28721126,,
SAMN40993775_SRR28721374_cf,prjna1101448,SRR28721374,SAMN40993775,SRR28721374,,
SAMN40993793_SRR28721354_cf,prjna1101448,SRR28721354,SAMN40993793,SRR28721354,,
SAMN40993716_SRR28721298_cf,prjna1101448,SRR28721298,SAMN40993716,SRR28721298,,
SAMN40993737_SRR28721273_cf,prjna1101448,SRR28721273,SAMN40993737,SRR28721273,,
SAMN40993800_SRR28721203_cf,prjna1101448,SRR28721203,SAMN40993800,SRR28721203,,
SAMN40993747_SRR28721262_cf,prjna1101448,SRR28721262,SAMN40993747,SRR28721262,,
